"Region","TimePeriod","PopulationValue"
"Murray River",2017,12027
"Murray River",2018,12227
"Murray River",2019,12355
"Murray River",2020,12572
"Murray River",2021,12785
"Murray River",2022,13014
"Murray River",2023,13326
"Greater Geelong",2013,223357
"Greater Geelong",2014,227744
"Greater Geelong",2015,232926
"Greater Geelong",2016,239529
"Greater Geelong",2017,246384
"Greater Geelong",2018,253175
"Greater Geelong",2019,260134
"Greater Geelong",2020,266036
"Greater Geelong",2021,270932
"Greater Geelong",2022,276601
"Greater Geelong",2023,282809
"Dalwallinu",2013,1375
"Dalwallinu",2014,1405
"Dalwallinu",2015,1435
"Dalwallinu",2016,1454
"Dalwallinu",2017,1441
"Dalwallinu",2018,1439
"Dalwallinu",2019,1428
"Dalwallinu",2020,1426
"Dalwallinu",2021,1436
"Dalwallinu",2022,1429
"Dalwallinu",2023,1446
"Narembeen",2013,826
"Narembeen",2014,818
"Narembeen",2015,820
"Narembeen",2016,815
"Narembeen",2017,822
"Narembeen",2018,826
"Narembeen",2019,831
"Narembeen",2020,829
"Narembeen",2021,820
"Narembeen",2022,822
"Narembeen",2023,833
"Parramatta",2013,214537
"Parramatta",2014,221107
"Parramatta",2015,227649
"Parramatta",2016,234444
"Parramatta",2017,243158
"Parramatta",2018,250835
"Parramatta",2019,257472
"Parramatta",2020,260413
"Parramatta",2021,258527
"Parramatta",2022,260472
"Parramatta",2023,269145
"Aurukun",2013,1350
"Aurukun",2014,1332
"Aurukun",2015,1321
"Aurukun",2016,1323
"Aurukun",2017,1301
"Aurukun",2018,1296
"Aurukun",2019,1288
"Aurukun",2020,1196
"Aurukun",2021,1130
"Aurukun",2022,1124
"Aurukun",2023,1154
"Central Darling",2013,1979
"Central Darling",2014,1934
"Central Darling",2015,1923
"Central Darling",2016,1881
"Central Darling",2017,1845
"Central Darling",2018,1809
"Central Darling",2019,1799
"Central Darling",2020,1774
"Central Darling",2021,1758
"Central Darling",2022,1749
"Central Darling",2023,1757
"Parkes",2013,15022
"Parkes",2014,14991
"Parkes",2015,14954
"Parkes",2016,14924
"Parkes",2017,14893
"Parkes",2018,14836
"Parkes",2019,14774
"Parkes",2020,14646
"Parkes",2021,14451
"Parkes",2022,14346
"Parkes",2023,14256
"Kimba",2013,1103
"Kimba",2014,1097
"Kimba",2015,1089
"Kimba",2016,1083
"Kimba",2017,1079
"Kimba",2018,1072
"Kimba",2019,1063
"Kimba",2020,1056
"Kimba",2021,1053
"Kimba",2022,1059
"Kimba",2023,1059
"Kondinin",2013,985
"Kondinin",2014,918
"Kondinin",2015,929
"Kondinin",2016,894
"Kondinin",2017,881
"Kondinin",2018,872
"Kondinin",2019,869
"Kondinin",2020,876
"Kondinin",2021,872
"Kondinin",2022,866
"Kondinin",2023,858
"Ryde",2013,113547
"Ryde",2014,115843
"Ryde",2015,118499
"Ryde",2016,121270
"Ryde",2017,124095
"Ryde",2018,126364
"Ryde",2019,129738
"Ryde",2020,130999
"Ryde",2021,129813
"Ryde",2022,131168
"Ryde",2023,135716
"Mackay",2013,118878
"Mackay",2014,118916
"Mackay",2015,118292
"Mackay",2016,117218
"Mackay",2017,117513
"Mackay",2018,118352
"Mackay",2019,119529
"Mackay",2020,121395
"Mackay",2021,123148
"Mackay",2022,124950
"Mackay",2023,126907
"Broomehill-Tambellup",2013,1194
"Broomehill-Tambellup",2014,1191
"Broomehill-Tambellup",2015,1180
"Broomehill-Tambellup",2016,1164
"Broomehill-Tambellup",2017,1153
"Broomehill-Tambellup",2018,1133
"Broomehill-Tambellup",2019,1112
"Broomehill-Tambellup",2020,1098
"Broomehill-Tambellup",2021,1089
"Broomehill-Tambellup",2022,1087
"Broomehill-Tambellup",2023,1095
"Surf Coast",2013,28228
"Surf Coast",2014,28874
"Surf Coast",2015,29625
"Surf Coast",2016,30465
"Surf Coast",2017,31555
"Surf Coast",2018,32750
"Surf Coast",2019,34213
"Surf Coast",2020,35827
"Surf Coast",2021,37648
"Surf Coast",2022,38672
"Surf Coast",2023,39292
"Lower Eyre Peninsula",2013,5300
"Lower Eyre Peninsula",2014,5426
"Lower Eyre Peninsula",2015,5540
"Lower Eyre Peninsula",2016,5661
"Lower Eyre Peninsula",2017,5731
"Lower Eyre Peninsula",2018,5812
"Lower Eyre Peninsula",2019,5875
"Lower Eyre Peninsula",2020,5947
"Lower Eyre Peninsula",2021,6058
"Lower Eyre Peninsula",2022,6097
"Lower Eyre Peninsula",2023,6154
"Menzies",2013,486
"Menzies",2014,499
"Menzies",2015,510
"Menzies",2016,518
"Menzies",2017,523
"Menzies",2018,534
"Menzies",2019,541
"Menzies",2020,553
"Menzies",2021,569
"Menzies",2022,571
"Menzies",2023,575
"Ngaanyatjarraku",2013,1689
"Ngaanyatjarraku",2014,1705
"Ngaanyatjarraku",2015,1713
"Ngaanyatjarraku",2016,1708
"Ngaanyatjarraku",2017,1649
"Ngaanyatjarraku",2018,1598
"Ngaanyatjarraku",2019,1538
"Ngaanyatjarraku",2020,1502
"Ngaanyatjarraku",2021,1476
"Ngaanyatjarraku",2022,1478
"Ngaanyatjarraku",2023,1479
"Flinders (Tas.)",2013,845
"Flinders (Tas.)",2014,871
"Flinders (Tas.)",2015,900
"Flinders (Tas.)",2016,939
"Flinders (Tas.)",2017,939
"Flinders (Tas.)",2018,952
"Flinders (Tas.)",2019,951
"Flinders (Tas.)",2020,937
"Flinders (Tas.)",2021,938
"Flinders (Tas.)",2022,931
"Flinders (Tas.)",2023,933
"Moonee Valley",2013,115464
"Moonee Valley",2014,117763
"Moonee Valley",2015,120231
"Moonee Valley",2016,122871
"Moonee Valley",2017,124321
"Moonee Valley",2018,125487
"Moonee Valley",2019,126406
"Moonee Valley",2020,126786
"Moonee Valley",2021,122950
"Moonee Valley",2022,123119
"Moonee Valley",2023,126486
"Mount Isa",2013,21822
"Mount Isa",2014,21261
"Mount Isa",2015,20586
"Mount Isa",2016,19606
"Mount Isa",2017,19363
"Mount Isa",2018,19241
"Mount Isa",2019,19159
"Mount Isa",2020,19315
"Mount Isa",2021,19217
"Mount Isa",2022,19046
"Mount Isa",2023,18945
"Wandering",2013,451
"Wandering",2014,453
"Wandering",2015,457
"Wandering",2016,458
"Wandering",2017,464
"Wandering",2018,478
"Wandering",2019,496
"Wandering",2020,520
"Wandering",2021,551
"Wandering",2022,548
"Wandering",2023,545
"Break O'Day",2013,6353
"Break O'Day",2014,6312
"Break O'Day",2015,6254
"Break O'Day",2016,6198
"Break O'Day",2017,6264
"Break O'Day",2018,6381
"Break O'Day",2019,6516
"Break O'Day",2020,6659
"Break O'Day",2021,6933
"Break O'Day",2022,7010
"Break O'Day",2023,7075
"Bellingen",2013,12920
"Bellingen",2014,12929
"Bellingen",2015,12936
"Bellingen",2016,12951
"Bellingen",2017,12976
"Bellingen",2018,13006
"Bellingen",2019,13046
"Bellingen",2020,13152
"Bellingen",2021,13203
"Bellingen",2022,13261
"Bellingen",2023,13231
"Colac Otway",2013,21035
"Colac Otway",2014,21131
"Colac Otway",2015,21230
"Colac Otway",2016,21362
"Colac Otway",2017,21595
"Colac Otway",2018,21823
"Colac Otway",2019,22037
"Colac Otway",2020,22274
"Colac Otway",2021,22309
"Colac Otway",2022,22198
"Colac Otway",2023,22273
"Pormpuraaw",2013,737
"Pormpuraaw",2014,747
"Pormpuraaw",2015,764
"Pormpuraaw",2016,785
"Pormpuraaw",2017,774
"Pormpuraaw",2018,743
"Pormpuraaw",2019,708
"Pormpuraaw",2020,672
"Pormpuraaw",2021,632
"Pormpuraaw",2022,637
"Pormpuraaw",2023,644
"Ceduna",2013,3574
"Ceduna",2014,3577
"Ceduna",2015,3574
"Ceduna",2016,3566
"Ceduna",2017,3577
"Ceduna",2018,3583
"Ceduna",2019,3600
"Ceduna",2020,3616
"Ceduna",2021,3651
"Ceduna",2022,3650
"Ceduna",2023,3717
"Whyalla",2013,22659
"Whyalla",2014,22703
"Whyalla",2015,22670
"Whyalla",2016,22511
"Whyalla",2017,22254
"Whyalla",2018,22102
"Whyalla",2019,22073
"Whyalla",2020,22036
"Whyalla",2021,21954
"Whyalla",2022,21887
"Whyalla",2023,21902
"Townsville",2013,186519
"Townsville",2014,188777
"Townsville",2015,190011
"Townsville",2016,191348
"Townsville",2017,192475
"Townsville",2018,193105
"Townsville",2019,193687
"Townsville",2020,194679
"Townsville",2021,195457
"Townsville",2022,198134
"Townsville",2023,201433
"Belyuen",2013,199
"Belyuen",2014,188
"Belyuen",2015,182
"Belyuen",2016,175
"Belyuen",2017,172
"Belyuen",2018,169
"Belyuen",2019,168
"Belyuen",2020,167
"Belyuen",2021,165
"Belyuen",2022,165
"Belyuen",2023,166
"Lachlan",2013,6681
"Lachlan",2014,6624
"Lachlan",2015,6541
"Lachlan",2016,6444
"Lachlan",2017,6403
"Lachlan",2018,6341
"Lachlan",2019,6273
"Lachlan",2020,6223
"Lachlan",2021,6153
"Lachlan",2022,6138
"Lachlan",2023,6147
"Brisbane",2013,1131996
"Brisbane",2014,1149107
"Brisbane",2015,1165437
"Brisbane",2016,1184752
"Brisbane",2017,1206960
"Brisbane",2018,1226938
"Brisbane",2019,1247133
"Brisbane",2020,1263500
"Brisbane",2021,1262968
"Brisbane",2022,1283432
"Brisbane",2023,1323162
"West Torrens",2013,58153
"West Torrens",2014,58627
"West Torrens",2015,59075
"West Torrens",2016,59408
"West Torrens",2017,59809
"West Torrens",2018,60542
"West Torrens",2019,61562
"West Torrens",2020,62573
"West Torrens",2021,62425
"West Torrens",2022,63115
"West Torrens",2023,64519
"Ashburton",2013,12025
"Ashburton",2014,12515
"Ashburton",2015,13002
"Ashburton",2016,13311
"Ashburton",2017,12208
"Ashburton",2018,11144
"Ashburton",2019,10018
"Ashburton",2020,8927
"Ashburton",2021,7781
"Ashburton",2022,7843
"Ashburton",2023,8076
"Croydon",2013,308
"Croydon",2014,303
"Croydon",2015,297
"Croydon",2016,296
"Croydon",2017,288
"Croydon",2018,280
"Croydon",2019,272
"Croydon",2020,269
"Croydon",2021,269
"Croydon",2022,268
"Croydon",2023,270
"Dundas",2013,1069
"Dundas",2014,979
"Dundas",2015,894
"Dundas",2016,788
"Dundas",2017,759
"Dundas",2018,728
"Dundas",2019,706
"Dundas",2020,698
"Dundas",2021,699
"Dundas",2022,695
"Dundas",2023,701
"Cranbrook",2013,1129
"Cranbrook",2014,1131
"Cranbrook",2015,1119
"Cranbrook",2016,1107
"Cranbrook",2017,1110
"Cranbrook",2018,1110
"Cranbrook",2019,1115
"Cranbrook",2020,1122
"Cranbrook",2021,1134
"Cranbrook",2022,1141
"Cranbrook",2023,1149
"Kiama",2013,21262
"Kiama",2014,21612
"Kiama",2015,21890
"Kiama",2016,22110
"Kiama",2017,22299
"Kiama",2018,22479
"Kiama",2019,22711
"Kiama",2020,22873
"Kiama",2021,22970
"Kiama",2022,22964
"Kiama",2023,23002
"Eurobodalla",2013,37270
"Eurobodalla",2014,37483
"Eurobodalla",2015,37733
"Eurobodalla",2016,37919
"Eurobodalla",2017,38372
"Eurobodalla",2018,38816
"Eurobodalla",2019,39290
"Eurobodalla",2020,39917
"Eurobodalla",2021,40464
"Eurobodalla",2022,40752
"Eurobodalla",2023,40912
"Beverley",2013,1692
"Beverley",2014,1707
"Beverley",2015,1732
"Beverley",2016,1748
"Beverley",2017,1740
"Beverley",2018,1741
"Beverley",2019,1746
"Beverley",2020,1738
"Beverley",2021,1735
"Beverley",2022,1738
"Beverley",2023,1768
"Northampton",2013,3432
"Northampton",2014,3389
"Northampton",2015,3357
"Northampton",2016,3335
"Northampton",2017,3305
"Northampton",2018,3277
"Northampton",2019,3263
"Northampton",2020,3279
"Northampton",2021,3332
"Northampton",2022,3343
"Northampton",2023,3369
"Bulloo",2013,396
"Bulloo",2014,388
"Bulloo",2015,372
"Bulloo",2016,356
"Bulloo",2017,347
"Bulloo",2018,343
"Bulloo",2019,340
"Bulloo",2020,340
"Bulloo",2021,342
"Bulloo",2022,343
"Bulloo",2023,346
"Trayning",2013,366
"Trayning",2014,364
"Trayning",2015,358
"Trayning",2016,354
"Trayning",2017,344
"Trayning",2018,335
"Trayning",2019,330
"Trayning",2020,317
"Trayning",2021,307
"Trayning",2022,304
"Trayning",2023,303
"Glen Eira",2013,141260
"Glen Eira",2014,143694
"Glen Eira",2015,145924
"Glen Eira",2016,148583
"Glen Eira",2017,150702
"Glen Eira",2018,152389
"Glen Eira",2019,153936
"Glen Eira",2020,154656
"Glen Eira",2021,150638
"Glen Eira",2022,151824
"Glen Eira",2023,156837
"Mansfield",2013,8276
"Mansfield",2014,8395
"Mansfield",2015,8530
"Mansfield",2016,8674
"Mansfield",2017,8897
"Mansfield",2018,9153
"Mansfield",2019,9417
"Mansfield",2020,9792
"Mansfield",2021,10121
"Mansfield",2022,10338
"Mansfield",2023,10546
"Inner West",2013,184297
"Inner West",2014,186495
"Inner West",2015,188711
"Inner West",2016,191194
"Inner West",2017,192275
"Inner West",2018,192661
"Inner West",2019,191965
"Inner West",2020,190035
"Inner West",2021,183839
"Inner West",2022,183153
"Inner West",2023,188325
"Yorke Peninsula",2013,11241
"Yorke Peninsula",2014,11254
"Yorke Peninsula",2015,11267
"Yorke Peninsula",2016,11291
"Yorke Peninsula",2017,11375
"Yorke Peninsula",2018,11475
"Yorke Peninsula",2019,11581
"Yorke Peninsula",2020,11681
"Yorke Peninsula",2021,11830
"Yorke Peninsula",2022,11916
"Yorke Peninsula",2023,12040
"Shark Bay",2013,936
"Shark Bay",2014,948
"Shark Bay",2015,965
"Shark Bay",2016,963
"Shark Bay",2017,962
"Shark Bay",2018,986
"Shark Bay",2019,1000
"Shark Bay",2020,1041
"Shark Bay",2021,1069
"Shark Bay",2022,1082
"Shark Bay",2023,1129
"Wyalkatchem",2013,541
"Wyalkatchem",2014,535
"Wyalkatchem",2015,533
"Wyalkatchem",2016,522
"Wyalkatchem",2017,515
"Wyalkatchem",2018,501
"Wyalkatchem",2019,492
"Wyalkatchem",2020,492
"Wyalkatchem",2021,484
"Wyalkatchem",2022,485
"Wyalkatchem",2023,491
"Katherine",2013,10761
"Katherine",2014,10744
"Katherine",2015,10671
"Katherine",2016,10541
"Katherine",2017,10624
"Katherine",2018,10672
"Katherine",2019,10721
"Katherine",2020,10716
"Katherine",2021,10679
"Katherine",2022,10834
"Katherine",2023,10829
"Loxton Waikerie",2013,11571
"Loxton Waikerie",2014,11671
"Loxton Waikerie",2015,11716
"Loxton Waikerie",2016,11730
"Loxton Waikerie",2017,11731
"Loxton Waikerie",2018,11775
"Loxton Waikerie",2019,11830
"Loxton Waikerie",2020,11861
"Loxton Waikerie",2021,11921
"Loxton Waikerie",2022,11923
"Loxton Waikerie",2023,11897
"Lockhart",2013,3096
"Lockhart",2014,3117
"Lockhart",2015,3121
"Lockhart",2016,3173
"Lockhart",2017,3208
"Lockhart",2018,3218
"Lockhart",2019,3266
"Lockhart",2020,3308
"Lockhart",2021,3328
"Lockhart",2022,3370
"Lockhart",2023,3396
"Macedon Ranges",2013,44595
"Macedon Ranges",2014,45471
"Macedon Ranges",2015,46373
"Macedon Ranges",2016,47480
"Macedon Ranges",2017,48415
"Macedon Ranges",2018,49302
"Macedon Ranges",2019,50162
"Macedon Ranges",2020,50894
"Macedon Ranges",2021,51599
"Macedon Ranges",2022,52202
"Macedon Ranges",2023,52920
"Yalgoo",2013,426
"Yalgoo",2014,405
"Yalgoo",2015,378
"Yalgoo",2016,350
"Yalgoo",2017,358
"Yalgoo",2018,361
"Yalgoo",2019,361
"Yalgoo",2020,358
"Yalgoo",2021,364
"Yalgoo",2022,365
"Yalgoo",2023,357
"Burdekin",2013,17754
"Burdekin",2014,17695
"Burdekin",2015,17566
"Burdekin",2016,17326
"Burdekin",2017,17224
"Burdekin",2018,17086
"Burdekin",2019,17003
"Burdekin",2020,16934
"Burdekin",2021,16836
"Burdekin",2022,16868
"Burdekin",2023,17020
"Mount Marshall",2013,523
"Mount Marshall",2014,528
"Mount Marshall",2015,531
"Mount Marshall",2016,533
"Mount Marshall",2017,520
"Mount Marshall",2018,504
"Mount Marshall",2019,494
"Mount Marshall",2020,479
"Mount Marshall",2021,467
"Mount Marshall",2022,463
"Mount Marshall",2023,461
"Peppermint Grove",2013,1694
"Peppermint Grove",2014,1707
"Peppermint Grove",2015,1709
"Peppermint Grove",2016,1708
"Peppermint Grove",2017,1692
"Peppermint Grove",2018,1675
"Peppermint Grove",2019,1661
"Peppermint Grove",2020,1661
"Peppermint Grove",2021,1638
"Peppermint Grove",2022,1638
"Peppermint Grove",2023,1736
"The Hills Shire",2013,152429
"The Hills Shire",2014,155366
"The Hills Shire",2015,158941
"The Hills Shire",2016,162975
"The Hills Shire",2017,168400
"The Hills Shire",2018,173067
"The Hills Shire",2019,180102
"The Hills Shire",2020,186622
"The Hills Shire",2021,192660
"The Hills Shire",2022,199269
"The Hills Shire",2023,207959
"Marion",2013,87769
"Marion",2014,88652
"Marion",2015,89521
"Marion",2016,90508
"Marion",2017,91491
"Marion",2018,92455
"Marion",2019,93817
"Marion",2020,95256
"Marion",2021,95610
"Marion",2022,96667
"Marion",2023,98493
"Boyup Brook",2013,1667
"Boyup Brook",2014,1687
"Boyup Brook",2015,1681
"Boyup Brook",2016,1722
"Boyup Brook",2017,1737
"Boyup Brook",2018,1784
"Boyup Brook",2019,1808
"Boyup Brook",2020,1833
"Boyup Brook",2021,1874
"Boyup Brook",2022,1938
"Boyup Brook",2023,1948
"Cessnock",2013,54303
"Cessnock",2014,55103
"Cessnock",2015,55888
"Cessnock",2016,56720
"Cessnock",2017,57921
"Cessnock",2018,59649
"Cessnock",2019,60823
"Cessnock",2020,62431
"Cessnock",2021,64120
"Cessnock",2022,65875
"Cessnock",2023,67591
"Waratah-Wynyard",2013,14083
"Waratah-Wynyard",2014,14014
"Waratah-Wynyard",2015,13903
"Waratah-Wynyard",2016,13813
"Waratah-Wynyard",2017,13884
"Waratah-Wynyard",2018,14033
"Waratah-Wynyard",2019,14178
"Waratah-Wynyard",2020,14341
"Waratah-Wynyard",2021,14629
"Waratah-Wynyard",2022,14688
"Waratah-Wynyard",2023,14767
"Sydney",2013,196318
"Sydney",2014,204516
"Sydney",2015,214037
"Sydney",2016,222717
"Sydney",2017,227997
"Sydney",2018,229284
"Sydney",2019,229596
"Sydney",2020,227250
"Sydney",2021,214703
"Sydney",2022,218275
"Sydney",2023,231086
"Frankston",2013,134351
"Frankston",2014,136181
"Frankston",2015,137790
"Frankston",2016,139502
"Frankston",2017,140601
"Frankston",2018,141531
"Frankston",2019,141970
"Frankston",2020,142191
"Frankston",2021,140824
"Frankston",2022,141161
"Frankston",2023,142826
"Somerset",2013,23619
"Somerset",2014,24459
"Somerset",2015,24681
"Somerset",2016,25153
"Somerset",2017,25286
"Somerset",2018,25326
"Somerset",2019,25355
"Somerset",2020,25322
"Somerset",2021,25388
"Somerset",2022,25711
"Somerset",2023,26251
"Coorow",2013,1099
"Coorow",2014,1086
"Coorow",2015,1077
"Coorow",2016,1058
"Coorow",2017,1065
"Coorow",2018,1059
"Coorow",2019,1066
"Coorow",2020,1076
"Coorow",2021,1091
"Coorow",2022,1092
"Coorow",2023,1107
"Alice Springs",2013,28124
"Alice Springs",2014,27486
"Alice Springs",2015,26843
"Alice Springs",2016,26518
"Alice Springs",2017,26889
"Alice Springs",2018,27223
"Alice Springs",2019,27600
"Alice Springs",2020,28029
"Alice Springs",2021,28483
"Alice Springs",2022,28859
"Alice Springs",2023,29213
"Richmond",2013,839
"Richmond",2014,838
"Richmond",2015,820
"Richmond",2016,806
"Richmond",2017,791
"Richmond",2018,785
"Richmond",2019,777
"Richmond",2020,769
"Richmond",2021,769
"Richmond",2022,777
"Richmond",2023,781
"Williams",2013,977
"Williams",2014,993
"Williams",2015,1005
"Williams",2016,1000
"Williams",2017,1026
"Williams",2018,1033
"Williams",2019,1025
"Williams",2020,1035
"Williams",2021,1050
"Williams",2022,1053
"Williams",2023,1060
"Hawkesbury",2013,65145
"Hawkesbury",2014,65503
"Hawkesbury",2015,65890
"Hawkesbury",2016,66346
"Hawkesbury",2017,66708
"Hawkesbury",2018,66989
"Hawkesbury",2019,67244
"Hawkesbury",2020,67578
"Hawkesbury",2021,67605
"Hawkesbury",2022,67862
"Hawkesbury",2023,68156
"Temora",2013,6055
"Temora",2014,6098
"Temora",2015,6165
"Temora",2016,6210
"Temora",2017,6162
"Temora",2018,6138
"Temora",2019,6116
"Temora",2020,6077
"Temora",2021,6013
"Temora",2022,5995
"Temora",2023,6029
"Whitehorse",2013,162081
"Whitehorse",2014,164320
"Whitehorse",2015,166679
"Whitehorse",2016,169641
"Whitehorse",2017,172376
"Whitehorse",2018,174431
"Whitehorse",2019,175862
"Whitehorse",2020,176794
"Whitehorse",2021,171077
"Whitehorse",2022,172607
"Whitehorse",2023,178639
"Cairns",2013,156764
"Cairns",2014,158574
"Cairns",2015,159944
"Cairns",2016,161573
"Cairns",2017,163806
"Cairns",2018,165716
"Cairns",2019,167149
"Cairns",2020,168710
"Cairns",2021,169250
"Cairns",2022,171985
"Cairns",2023,175398
"Mundaring",2013,39644
"Mundaring",2014,39651
"Mundaring",2015,39563
"Mundaring",2016,39217
"Mundaring",2017,39161
"Mundaring",2018,39494
"Mundaring",2019,39877
"Mundaring",2020,40360
"Mundaring",2021,40539
"Mundaring",2022,40517
"Mundaring",2023,41421
"Vincent",2013,35442
"Vincent",2014,35631
"Vincent",2015,35663
"Vincent",2016,35674
"Vincent",2017,35856
"Vincent",2018,36282
"Vincent",2019,36892
"Vincent",2020,37717
"Vincent",2021,37833
"Vincent",2022,38504
"Vincent",2023,40125
"George Town",2013,6838
"George Town",2014,6854
"George Town",2015,6857
"George Town",2016,6873
"George Town",2017,6914
"George Town",2018,6958
"George Town",2019,7020
"George Town",2020,7186
"George Town",2021,7206
"George Town",2022,7267
"George Town",2023,7330
"West Tamar",2013,22851
"West Tamar",2014,22921
"West Tamar",2015,23007
"West Tamar",2016,23092
"West Tamar",2017,23600
"West Tamar",2018,24091
"West Tamar",2019,24602
"West Tamar",2020,25123
"West Tamar",2021,25717
"West Tamar",2022,25931
"West Tamar",2023,26039
"Clare and Gilbert Valleys",2013,9068
"Clare and Gilbert Valleys",2014,9138
"Clare and Gilbert Valleys",2015,9204
"Clare and Gilbert Valleys",2016,9244
"Clare and Gilbert Valleys",2017,9261
"Clare and Gilbert Valleys",2018,9300
"Clare and Gilbert Valleys",2019,9336
"Clare and Gilbert Valleys",2020,9379
"Clare and Gilbert Valleys",2021,9363
"Clare and Gilbert Valleys",2022,9381
"Clare and Gilbert Valleys",2023,9405
"Lithgow",2013,21118
"Lithgow",2014,21283
"Lithgow",2015,21400
"Lithgow",2016,21484
"Lithgow",2017,21419
"Lithgow",2018,21344
"Lithgow",2019,21216
"Lithgow",2020,21063
"Lithgow",2021,20855
"Lithgow",2022,20811
"Lithgow",2023,20724
"Strathfield",2013,38918
"Strathfield",2014,40301
"Strathfield",2015,41276
"Strathfield",2016,42415
"Strathfield",2017,43679
"Strathfield",2018,44663
"Strathfield",2019,45895
"Strathfield",2020,46417
"Strathfield",2021,45963
"Strathfield",2022,46250
"Strathfield",2023,47824
"Knox",2013,156347
"Knox",2014,157434
"Knox",2015,158700
"Knox",2016,160353
"Knox",2017,161525
"Knox",2018,162459
"Knox",2019,163308
"Knox",2020,163242
"Knox",2021,160481
"Knox",2022,159549
"Knox",2023,161766
"Wudinna",2013,1272
"Wudinna",2014,1276
"Wudinna",2015,1279
"Wudinna",2016,1279
"Wudinna",2017,1261
"Wudinna",2018,1231
"Wudinna",2019,1205
"Wudinna",2020,1185
"Wudinna",2021,1163
"Wudinna",2022,1162
"Wudinna",2023,1161
"Bourke",2013,2903
"Bourke",2014,2870
"Bourke",2015,2801
"Bourke",2016,2762
"Bourke",2017,2695
"Bourke",2018,2600
"Bourke",2019,2534
"Bourke",2020,2483
"Bourke",2021,2416
"Bourke",2022,2348
"Bourke",2023,2365
"Goomalling",2013,1038
"Goomalling",2014,1044
"Goomalling",2015,1050
"Goomalling",2016,1045
"Goomalling",2017,1033
"Goomalling",2018,1018
"Goomalling",2019,1006
"Goomalling",2020,997
"Goomalling",2021,983
"Goomalling",2022,984
"Goomalling",2023,987
"Longreach",2013,4104
"Longreach",2014,4027
"Longreach",2015,3812
"Longreach",2016,3727
"Longreach",2017,3661
"Longreach",2018,3653
"Longreach",2019,3654
"Longreach",2020,3651
"Longreach",2021,3691
"Longreach",2022,3721
"Longreach",2023,3737
"Brookton",2013,998
"Brookton",2014,1018
"Brookton",2015,1010
"Brookton",2016,1002
"Brookton",2017,988
"Brookton",2018,969
"Brookton",2019,959
"Brookton",2020,970
"Brookton",2021,961
"Brookton",2022,954
"Brookton",2023,955
"Cue",2013,272
"Cue",2014,251
"Cue",2015,226
"Cue",2016,199
"Cue",2017,194
"Cue",2018,181
"Cue",2019,194
"Cue",2020,207
"Cue",2021,228
"Cue",2022,230
"Cue",2023,231
"Wollongong",2013,204707
"Wollongong",2014,206415
"Wollongong",2015,208313
"Wollongong",2016,210394
"Wollongong",2017,212188
"Wollongong",2018,213480
"Wollongong",2019,214552
"Wollongong",2020,215063
"Wollongong",2021,214700
"Wollongong",2022,216444
"Wollongong",2023,219141
"Randwick",2013,142459
"Randwick",2014,144814
"Randwick",2015,146908
"Randwick",2016,148922
"Randwick",2017,149099
"Randwick",2018,147552
"Randwick",2019,145287
"Randwick",2020,142499
"Randwick",2021,135219
"Randwick",2022,135750
"Randwick",2023,141840
"Monash",2013,183255
"Monash",2014,186150
"Monash",2015,189174
"Monash",2016,192625
"Monash",2017,195666
"Monash",2018,198010
"Monash",2019,199762
"Monash",2020,200791
"Monash",2021,192893
"Monash",2022,195081
"Monash",2023,203560
"Stonnington",2013,103487
"Stonnington",2014,105894
"Stonnington",2015,108028
"Stonnington",2016,111003
"Stonnington",2017,112134
"Stonnington",2018,113340
"Stonnington",2019,113800
"Stonnington",2020,112610
"Stonnington",2021,106190
"Stonnington",2022,106524
"Stonnington",2023,111335
"Dowerin",2013,707
"Dowerin",2014,706
"Dowerin",2015,706
"Dowerin",2016,699
"Dowerin",2017,711
"Dowerin",2018,708
"Dowerin",2019,714
"Dowerin",2020,726
"Dowerin",2021,733
"Dowerin",2022,733
"Dowerin",2023,738
"Wongan-Ballidu",2013,1474
"Wongan-Ballidu",2014,1433
"Wongan-Ballidu",2015,1393
"Wongan-Ballidu",2016,1354
"Wongan-Ballidu",2017,1356
"Wongan-Ballidu",2018,1331
"Wongan-Ballidu",2019,1327
"Wongan-Ballidu",2020,1341
"Wongan-Ballidu",2021,1336
"Wongan-Ballidu",2022,1340
"Wongan-Ballidu",2023,1336
"Mid Murray",2013,8448
"Mid Murray",2014,8599
"Mid Murray",2015,8718
"Mid Murray",2016,8845
"Mid Murray",2017,8987
"Mid Murray",2018,9090
"Mid Murray",2019,9182
"Mid Murray",2020,9268
"Mid Murray",2021,9355
"Mid Murray",2022,9415
"Mid Murray",2023,9496
"Kulin",2013,831
"Kulin",2014,804
"Kulin",2015,787
"Kulin",2016,783
"Kulin",2017,779
"Kulin",2018,781
"Kulin",2019,781
"Kulin",2020,792
"Kulin",2021,789
"Kulin",2022,783
"Kulin",2023,794
"Blue Mountains",2013,78705
"Blue Mountains",2014,78867
"Blue Mountains",2015,78889
"Blue Mountains",2016,78835
"Blue Mountains",2017,78989
"Blue Mountains",2018,79107
"Blue Mountains",2019,79077
"Blue Mountains",2020,79031
"Blue Mountains",2021,78372
"Blue Mountains",2022,77913
"Blue Mountains",2023,78446
"Pyrenees",2013,6938
"Pyrenees",2014,7047
"Pyrenees",2015,7179
"Pyrenees",2016,7316
"Pyrenees",2017,7325
"Pyrenees",2018,7327
"Pyrenees",2019,7449
